동이름,2008~2009,2009~2010,2010~2011,2011~2012,2012~2013,2013~2014,2014~2015,2015~2016,2016~2017
합계,0.077,1.065,-0.441,-0.82,-0.521,-0.178,-0.699,-0.904,-0.779
사직동,0.124,1.95,-0.619,-1.179,-1.432,-1.888,-0.977,-0.199,-2.956
삼청동,-2.21,-0.296,-3.13,-2.925,-3.386,-2.94,-2.876,-1.764,-0.674
부암동,-2.774,0.396,-0.446,-1.018,-0.078,-0.985,-1.224,-1.542,-2.879
평창동,0.116,0.713,0.376,-0.9,-0.187,-0.93,-0.924,0.221,-1.511
무악동,0.242,0.459,-1.359,-0.428,0.326,-2.098,2.06,-1.195,-1.656
교남동,-2.785,1.957,-0.794,-9.816,-34.668,-8.165,-2.597,-2.605,118.26
가회동,-1.588,-1.53,-2.92,-2.919,-3.388,-2.231,-4.852,-3.648,-2.573
종로1.2.3.4가동,-0.81,6.764,0.601,-2.454,-2.081,1.398,-1.502,-0.672,-1.547
종로5·6가동,-3.231,0.332,-2.093,-0.969,-2.998,-2.818,-0.198,-4.656,-1.472
이화동,-4.869,0.07,-1.712,-3.045,-0.903,-1.304,-1.031,-3.136,-1.96
혜화동,-0.932,0.239,0.077,52.722,-1.415,0.25,2.216,1.689,0.118
명륜3가동,-1.533,-1.352,0.692,,,,,,
창신1동,-0.875,1.989,-3.209,-8.55,-5.633,-1.935,-3.311,-3.964,-4.628
창신2동,-1.871,2.08,-1.084,-2.019,-2.311,-3.383,-2.396,-3.071,-3.99
창신3동,-0.641,1.232,-1.661,-1.643,-2.258,-2.635,-1.953,-2.269,-2.928
숭인1동,2.084,1.045,-2.142,-4.328,-1.677,-2.843,-1.579,-1.701,-3.432
숭인2동,4.392,3.064,-0.241,0.304,4.017,1.348,-0.943,1.653,-0.079
청운효자동,-3.905,-0.793,-2.945,-1.329,-3.436,-1.524,-0.815,-1.693,-3.579
소공동,-9.133,5.471,4.101,2.202,0.113,7.305,-1.372,38.898,7.357
회현동,-1.157,22.726,1.423,1.48,-0.274,-0.884,-3.72,-2.156,-2.856
명동,2.364,18.016,-0.99,0.342,-2.431,-9.943,-2.573,0.085,-1.561
필동,-0.511,3.618,-0.134,-4.681,-2.225,3.321,1.21,0.372,-4.59
장충동,0.764,-2.038,-1.871,1.726,1.729,-3.447,-2.895,-0.983,-3.37
광희동,3.869,8.903,-2.216,-3.032,-5.464,-2.391,-2.416,3.679,-2.587
을지로동,4.177,3.814,1.036,-3.31,-2.507,-5.045,-3.438,-1.51,-2.191
신당1동,0.395,-0.874,-2.905,-6.992,,,,,
신당2동,-0.197,-0.58,-0.793,-1.517,,,,,
신당3동,-1.992,0.101,-0.759,-0.527,,,,,
신당4동,-0.175,-1.237,-1.38,-0.787,,,,,
신당5동,-4.183,1.316,14.321,10.431,-0.065,0.955,-3.142,-2.728,-3.286
신당6동,-4.988,0.133,4.865,17.236,,,,,
황학동,3.431,6.698,-0.569,-2.778,-0.168,0.903,0.766,-0.527,-0.923
중림동,-2.008,1.168,-2.286,-13.402,-10.164,-3.842,-6.097,-0.858,30.027
후암동,-1.437,1.941,-0.77,-1.605,-1.935,-1.673,0.005,-1.91,-2.393
용산2가동,-0.768,1.876,-1.032,-2.692,-1.912,-1.595,-1.68,-2.747,-3.068
남영동,0.463,5.196,-1.161,-1.57,2.788,1.587,0.781,1.377,-2.02
원효로2동,-1.328,1.008,-2.409,-0.698,-0.735,-0.885,0.242,-1.254,-1.799
효창동,-0.305,6.758,0.035,-0.754,-0.498,-1.018,-12.948,-2.547,0.293
용문동,1.37,4.462,-0.912,-2.619,-0.701,-0.307,0.254,-1.267,-0.801
이촌1동,0.059,0.073,-1.099,-0.741,-0.736,-0.67,3.553,0.455,-0.597
이촌2동,-1.028,1.649,-1.2,-1.613,-3.019,-2.526,-1.398,-2.929,-1.61
이태원1동,-2.462,5.761,-2.836,-3.862,-3.376,-1.804,-4.646,-2.481,-0.17
이태원2동,-1.237,2.819,0.076,0.44,-0.16,-2.606,-3.429,-1.345,0.091
서빙고동,-0.463,0.905,22.193,-0.81,-1.626,0.506,0.343,1.15,-1.606
보광동,-0.889,0.285,-3.098,-2.007,-2.179,-1.648,-2.129,-1.741,-2.631
청파동,1.174,1.393,-0.916,-2.915,-2.171,-2.087,-2.498,-2.025,-3.103
원효로1동,-0.807,7.663,13.862,0.187,1.293,4.176,5.78,2.701,3.73
한강로동,6.614,3.263,-2.245,-0.006,-1.638,1.315,-0.406,0.237,9.694
한남동,0.426,1.797,3.176,-2.572,-2.092,-1.661,-1.21,-3.659,1.156
왕십리2동,0.716,-0.54,-7.828,-1.348,-1.687,-1.851,-1.618,2.279,7.495
마장동,-0.681,-0.246,-1.131,-0.998,-1.148,-1.33,-0.35,-1.959,-1.53
사근동,-1.781,-1.449,0.8,-0.196,0.393,7.058,2.966,-1.738,0.707
행당1동,-0.569,1.336,-1.507,-0.924,-1.782,-12.653,-2.726,-2.783,-2.182
행당2동,-2.047,4.718,3.929,-0.196,-0.977,-1.375,-1.042,-1.439,-1.262
응봉동,-0.264,-0.383,-0.164,-0.351,-1.189,-1.22,-0.81,-0.576,-1.33
금호1가동,-7.139,-1.362,0.228,-1.034,-7.857,-4.763,-2.387,-2.62,-1.699
금호4가동,-1.78,-0.09,-2.225,-1.237,1.465,-1.523,-1.553,-1.449,-0.721
성수1가1동,-1.843,0.158,-0.53,-1.859,-2.297,-2.131,-1.221,-1.857,2.583
성수1가2동,-2.101,0.176,-1.428,-0.74,-1.952,-2.298,-3.451,-2.642,-3.589
성수2가1동,5.447,0.471,-1.549,-2.86,-2.235,-2.0,-2.201,-3.496,-3.07
성수2가3동,-0.249,0.573,-1.484,1.286,-0.072,0.024,-1.472,-0.89,-0.708
송정동,4.25,0.554,-0.918,-1.784,-1.439,-1.962,-1.863,-0.481,-0.15
용답동,-0.532,-0.392,-0.305,-2.467,-0.923,-0.178,-0.87,-0.86,-2.181
왕십리도선동,-13.35,-1.301,-2.236,-0.394,-1.194,23.767,29.395,9.948,20.561
금호2.3가동,-4.293,0.658,-11.85,14.896,1.157,-1.96,-0.408,9.041,-1.21
옥수동,-6.679,-0.631,-10.939,-9.324,17.962,-0.849,-0.877,6.718,10.497
화양동,-0.502,3.44,-0.611,-1.023,1.263,-0.099,0.618,0.311,0.469
군자동,0.169,0.586,-1.57,-0.39,-0.409,0.239,-0.442,-0.195,-0.308
중곡1동,-0.13,0.508,-1.607,-1.514,-1.293,-2.191,-0.733,-1.113,0.104
중곡2동,1.049,-0.412,-0.073,0.19,-0.336,-2.259,-0.102,1.181,-0.302
중곡3동,-0.905,-0.669,-2.587,-1.47,-1.377,-1.953,-1.922,-0.883,0.178
중곡4동,-1.406,0.939,-0.572,0.37,-0.976,-0.388,0.625,-0.796,-0.529
능동,0.018,1.758,1.387,0.0,0.026,1.227,2.11,-0.546,1.631
구의1동,-1.187,0.345,-0.774,-1.736,-1.363,0.276,0.945,-0.523,0.038
구의2동,0.231,1.158,0.427,1.723,0.155,-4.707,-2.266,0.039,0.182
구의3동,0.87,0.747,-0.657,-1.23,-0.759,0.634,0.233,-0.925,2.33
광장동,-1.377,-0.448,-0.416,4.061,1.059,-0.891,-0.651,-0.823,-0.066
자양1동,0.911,2.948,0.811,-5.569,-3.019,-3.606,-1.259,-0.828,2.083
자양2동,0.796,0.138,-0.593,-1.298,-1.779,-0.266,-2.255,-1.238,0.708
자양3동,0.95,0.652,-0.837,-0.453,-1.136,-1.544,-0.665,-2.152,-0.124
자양4동,-1.803,-1.77,-0.34,-2.49,-1.31,0.102,-1.67,-2.857,-4.542
신설동,,,,,,,,,
제기1동,,,,,,,,,
제기2동,,,,,,,,,
전농1동,147.991,-0.301,-3.278,-2.379,21.196,-3.119,-2.322,-1.52,-2.804
전농3동,,,,,,,,,
답십리1동,70.579,8.267,-1.29,-2.561,-1.399,28.062,2.282,-6.531,1.288
답십리2동,109.242,-0.343,-0.682,-1.364,-1.93,-4.866,-1.742,2.667,-1.878
답십리4동,,,,,,,,,
장안1동,96.205,0.725,0.894,-0.034,-0.365,-1.05,1.133,2.091,2.012
장안2동,84.35,0.333,-0.202,-0.223,-1.104,-0.028,-1.175,-2.626,0.019
장안3동,,,,,,,,,
장안4동,,,,,,,,,
회기동,0.324,0.995,4.022,-0.071,0.837,-1.12,-0.816,0.503,-0.524
휘경1동,0.378,-1.231,-0.871,-2.68,-2.099,-1.228,-9.557,-3.464,-2.506
휘경2동,-2.568,0.515,3.699,4.259,-0.981,-1.523,-0.839,-0.204,-1.029
이문1동,121.229,0.642,-1.996,-1.868,-1.706,-2.992,0.72,-1.196,-2.724
이문2동,26.224,-2.329,-2.621,-0.9,-1.892,-1.584,0.136,-0.856,-1.049
이문3동,,,,,,,,,
용두동,,,,,,,,,
전농2동,-0.367,4.983,7.122,0.3,-0.736,-0.954,-0.715,-2.077,-1.717
답십리3동,,,,,,,,,
청량리동,-0.454,-0.088,-1.66,-0.819,-2.426,-0.955,-2.298,-1.911,-2.11
면목2동,1.118,0.792,-1.574,-2.294,-0.595,-1.059,-1.346,-0.493,-1.338
면목4동,-0.894,-0.172,-1.248,-3.714,-1.758,-2.352,2.911,-1.736,-3.912
면목5동,-1.036,-0.899,-1.517,-0.915,-3.443,-2.257,-14.636,-6.746,-3.113
면목7동,-0.757,-0.209,-1.367,-1.743,-1.99,-1.979,-3.443,-2.695,-2.783
상봉1동,-0.959,-0.362,-0.677,-1.679,1.313,2.221,-1.593,-0.638,-0.734
상봉2동,-0.01,-0.923,-0.631,-0.678,-0.816,-0.898,1.036,2.26,-2.126
중화1동,-1.04,0.151,-1.588,-1.545,-1.014,-1.294,-0.019,0.009,-0.498
중화2동,-1.374,-0.888,-1.244,-2.337,-1.829,-2.54,-1.938,-1.76,0.507
묵1동,-0.36,0.49,2.862,0.496,0.306,-3.104,-1.01,-1.058,5.079
묵2동,0.644,-0.451,-1.217,-0.084,-1.224,-2.278,0.256,3.248,0.953
망우3동,-1.74,-0.826,-1.084,-1.618,-0.995,-2.176,-1.991,1.77,0.085
신내1동,-2.566,15.534,-0.781,-0.966,3.422,26.732,-0.126,-0.301,-1.099
신내2동,-0.636,-1.841,-0.843,-1.375,-1.203,-2.757,-1.153,-1.681,-2.097
면목본동,-0.549,-1.74,-0.997,-1.143,0.288,-1.648,-0.025,0.722,-0.16
면목3.8동,-1.336,0.131,-1.736,-1.453,-1.515,-1.463,-0.261,-1.688,-1.606
망우본동,-0.16,-0.217,-1.088,1.317,-1.046,-2.091,-0.858,-1.72,-1.883
돈암1동,-0.244,-4.18,-2.024,-1.095,-1.987,-0.305,5.501,-1.248,-1.541
돈암2동,-0.821,-0.451,-1.578,-3.177,1.814,-0.769,0.457,-0.173,6.706
안암동,-1.199,-0.199,-0.377,-0.697,-0.745,-0.772,-0.508,1.049,-4.525
보문동,-1.816,-5.318,-9.207,-3.654,-0.95,5.873,-0.701,0.34,14.54
정능1동,9.496,1.417,,,,,,,
정능2동,1.792,-0.147,,,,,,,
정능3동,-1.419,-0.306,,,,,,,
정능4동,0.265,0.431,,,,,,,
길음1동,-1.363,28.501,2.29,-0.232,1.49,0.095,0.161,-0.368,-0.293
길음2동,-1.813,-0.535,0.204,2.264,-1.528,-16.387,-6.343,-19.184,-6.286
월곡1동,-0.932,5.432,0.136,-0.248,-0.464,-1.291,-0.246,-1.047,-1.016
월곡2동,-1.161,-0.715,0.11,0.202,-1.171,-0.861,0.271,-1.564,-1.532
장위1동,-2.267,-0.152,-1.932,-2.96,-3.195,-4.091,-3.601,-3.953,-5.48
장위2동,-1.512,-0.597,-3.092,-2.195,-3.267,-3.151,-2.34,-1.99,-9.818
장위3동,6.751,-1.41,-2.786,-2.12,-2.57,-6.754,-19.214,-6.629,-6.729
성북동,-0.489,0.03,-0.426,-1.168,-1.63,-2.614,-1.462,-1.106,-1.828
삼선동,0.241,1.829,0.1,3.033,-1.129,-0.641,-1.523,-1.525,-1.556
동선동,-0.115,4.38,2.098,2.049,-0.112,-1.391,1.477,-1.202,-0.93
종암동,5.075,11.951,1.406,-0.216,-0.506,-0.504,0.12,0.297,-1.602
석관동,2.502,0.044,0.183,-1.813,-2.166,-1.869,-2.654,-1.825,-1.269
번1동,3.615,0.506,-0.292,0.241,-0.985,-1.761,-0.494,-1.008,-2.075
번2동,-2.088,-0.034,-2.538,-1.58,-2.113,-2.724,-0.956,-1.808,-2.553
번3동,-2.028,-0.48,-1.199,-0.957,-1.366,-1.817,-1.943,-1.745,-2.857
수유1동,0.189,0.481,-0.154,-1.743,-1.091,-0.901,-0.706,-0.362,-1.633
수유2동,1.478,-0.225,-0.953,-1.435,-1.636,0.017,-1.415,-1.201,0.626
수유3동,-0.139,-0.242,-0.345,-0.243,0.388,-1.334,-0.075,0.722,0.402
삼양동,-0.606,-0.952,-3.063,-1.252,-2.218,-2.756,-0.729,-1.123,-2.246
미아동,-0.669,-0.435,2.139,-3.474,-2.027,-0.423,-1.074,-0.695,-0.678
송중동,-1.736,-0.576,-1.473,-3.901,-3.044,-1.775,-4.046,-5.659,3.354
송천동,-1.192,0.693,-1.439,-1.148,-2.434,-1.838,-1.536,0.273,-1.854
삼각산동,-1.928,26.879,5.683,6.624,1.427,-0.043,-0.68,-0.949,-1.794
우이동,0.402,0.323,-0.926,-0.39,-1.371,1.311,0.861,0.502,-0.531
인수동,-0.723,-0.17,-0.338,0.083,-0.811,0.475,-1.417,-0.729,0.121
쌍문1동,-3.797,0.088,-0.573,-1.761,1.841,-0.475,-0.146,-0.155,-1.015
쌍문2동,-0.996,1.025,0.762,-1.02,-1.772,-0.562,0.339,-0.892,-2.26
쌍문3동,-0.424,-0.984,0.048,-0.345,-2.185,-0.964,-0.836,-1.475,-1.576
쌍문4동,-0.094,-0.779,-0.454,-0.634,-1.881,-0.556,-0.785,-1.606,-1.363
방학1동,-0.885,-0.778,-1.231,-0.126,-0.98,-1.65,0.07,-0.794,-2.043
방학2동,-1.136,-0.032,-1.927,-1.521,-1.394,-2.857,-1.381,-1.06,-0.389
방학3동,-0.861,-0.25,-0.62,-1.267,-1.165,-1.566,-1.044,-1.491,-2.181
창1동,-0.341,-1.208,-1.648,-0.981,-0.01,-1.612,-1.117,-0.488,-1.434
창2동,-0.83,0.139,0.363,-0.352,-1.072,-0.535,-0.282,1.137,0.893
창3동,-0.726,-0.336,-2.773,-0.476,-0.864,-0.533,-0.277,-1.599,-1.477
창4동,-0.56,-0.267,-0.284,-1.224,-0.741,-1.624,-1.1,-1.555,-1.617
창5동,-0.951,-0.642,-1.237,-0.683,-0.573,-1.463,-0.889,-0.897,-1.508
도봉1동,-2.522,-0.448,-0.931,-1.915,-2.176,-1.539,-0.864,0.434,-1.037
도봉2동,-1.865,-1.371,-0.424,-0.993,-1.967,-2.211,-1.139,-1.837,0.325
월계1동,30.793,-2.218,-2.284,-3.994,-1.327,-1.249,0.47,6.181,-0.597
월계2동,13.513,-0.301,-1.624,-1.827,-1.6,-2.113,-2.853,-6.249,1.456
월계3동,34.786,-1.275,-0.825,-1.54,-1.209,-1.595,-1.303,-1.764,-1.784
월계4동,,,,,,,,,
공릉2동,-0.017,-0.509,-0.083,0.753,-1.105,-1.322,-1.784,-1.214,-6.374
하계1동,-0.792,-0.516,-0.796,-0.921,-1.066,-1.784,-1.227,0.941,-0.05
하계2동,-1.209,-0.474,-0.983,-1.005,-1.486,-0.881,-0.893,-1.196,-1.554
중계본동,-0.401,-0.537,-1.639,-1.973,-1.173,-1.676,-2.037,-1.894,-2.059
중계1동,-1.268,-0.747,-1.323,-1.035,0.269,-1.462,-1.135,-1.407,-1.822
중계2동,,,,,,,,,
중계3동,,,,,,,,,
중계4동,-1.869,-2.91,-2.315,-1.353,-1.168,2.27,-0.591,-1.634,-1.066
상계1동,1.6,7.469,-0.354,-0.867,-0.742,-1.483,-1.017,-1.241,-1.667
상계2동,-1.05,2.958,-0.906,-2.063,-0.097,-0.403,-1.036,-0.355,-1.105
상계5동,-1.27,0.282,-1.037,-0.906,-1.287,-1.308,18.154,-1.218,-2.502
상계8동,-1.172,1.763,-0.855,-0.2,-2.826,-1.648,-0.691,-1.533,-1.889
상계9동,-1.842,-0.387,-1.064,-1.555,-1.064,-1.613,-1.275,-2.298,-1.914
상계10동,-1.357,-0.761,-0.989,-1.023,-1.767,-1.406,-1.745,-2.811,-8.922
공릉1.3동,-0.699,-0.596,,,,,,,
상계3.4동,-1.4,-1.194,-2.595,-2.323,-2.213,-2.841,-14.268,-5.677,-8.06
상계6.7동,-1.102,0.008,-1.288,-0.929,-1.202,-1.05,-1.369,2.01,-1.339
녹번동,-0.729,-0.27,-6.516,-2.082,-1.363,-5.541,3.799,2.229,-0.045
불광1동,-1.221,8.786,7.882,0.093,2.461,0.164,-1.203,0.147,-1.114
갈현1동,-1.641,0.015,-0.477,-1.575,-0.657,-1.11,-0.503,0.317,-1.475
갈현2동,0.531,0.742,0.899,1.407,1.55,2.014,1.226,2.049,-0.074
구산동,1.315,1.313,0.557,0.419,-1.386,-0.467,2.033,-0.082,-1.408
대조동,-0.917,0.701,-0.075,0.581,1.27,1.365,1.323,0.474,-0.367
응암1동,0.112,-2.645,-1.461,-1.121,1.437,-0.479,0.669,-15.29,-5.002
응암2동,-4.509,-1.979,-1.498,32.625,1.667,-5.226,-8.301,-14.151,8.712
신사1동,0.256,0.668,1.006,0.067,0.579,-0.607,0.784,-0.459,-0.848
신사2동,-2.374,-0.686,-0.871,-1.942,-2.351,-1.72,-0.426,0.279,-0.202
증산동,0.13,-0.989,-2.431,-1.519,-2.135,-1.533,-2.527,-2.783,-12.862
수색동,0.647,-1.857,-2.652,-3.082,-2.38,-2.578,-10.953,-4.036,-13.821
진관동,94.788,95.283,12.576,7.037,3.975,0.61,3.14,0.369,3.267
불광2동,-1.716,-2.102,-1.34,-1.187,-2.015,-1.76,-0.316,1.886,1.094
응암3동,-1.312,0.758,-0.531,0.007,-0.369,-0.619,-1.336,-0.374,-1.889
역촌동,0.485,0.976,3.436,0.619,1.154,-0.755,0.977,1.405,-0.298
천연동,5.148,3.604,-1.267,-0.588,-0.215,-0.661,-0.809,-0.989,-2.762
홍제1동,-2.07,0.758,-1.401,-2.11,-3.053,-1.478,-8.1,2.226,-2.242
홍제3동,-0.683,0.485,-0.808,-2.155,-1.173,-0.893,-1.313,-0.999,-11.417
홍제2동,-0.545,1.176,-0.767,-2.294,-1.143,-1.302,-0.605,-1.288,-1.561
홍은1동,-2.648,-4.192,-1.554,-1.091,-1.914,-2.23,-3.154,-4.009,-2.202
홍은2동,1.143,1.246,0.379,-1.295,0.764,0.692,-0.455,0.674,-1.601
남가좌1동,-39.109,4.232,-4.8,-10.262,-3.639,-4.495,203.739,49.907,1.991
남가좌2동,1.741,0.047,-1.303,-1.692,-1.479,-2.284,-7.606,-14.556,-1.279
북가좌1동,-8.747,0.196,-2.148,62.157,16.435,0.594,-0.73,0.146,-0.473
북가좌2동,2.013,0.631,-0.975,-2.114,-0.216,0.088,1.065,0.505,-0.247
충현동,0.049,-0.143,-10.841,-4.506,-0.935,-4.403,-1.394,-0.846,-2.311
북아현동,-1.491,-21.387,-25.617,-5.648,-3.305,-2.874,5.785,16.487,36.135
신촌동,-1.883,2.675,0.494,0.097,0.222,1.817,2.352,2.36,1.005
연희동,-0.873,0.439,-0.482,-1.676,-1.564,-0.854,-1.215,-1.027,-1.453
용강동,-2.149,-1.409,-8.785,-1.643,-0.398,5.385,9.092,1.793,-0.044
대흥동,-1.074,-6.045,-0.575,-1.237,-0.617,9.398,-10.825,-7.673,-2.334
염리동,-1.995,-0.537,-0.762,-3.821,-8.356,-4.928,1.787,-24.817,-5.36
신수동,3.02,0.939,-0.482,-6.347,-0.342,-2.446,-6.425,9.209,-1.113
서교동,-1.569,-1.149,-2.224,1.351,2.299,-2.605,-4.281,-1.163,-4.382
합정동,-1.26,0.191,-1.758,-2.48,-1.325,-2.951,1.287,1.431,-1.87
망원1동,-0.868,0.823,-0.984,-1.339,-1.467,-3.194,-2.782,-2.017,-2.252
망원2동,2.6,-1.048,-0.813,-1.744,-1.255,-0.052,-1.243,-1.514,-2.328
연남동,-0.586,0.367,-1.473,-1.314,-0.233,-1.995,-3.017,-2.949,-4.244
성산1동,0.348,1.14,0.918,0.754,0.271,-0.686,-0.052,-2.04,-1.099
성산2동,1.333,-0.397,-0.95,-1.222,-0.381,-0.889,-0.472,-0.164,0.913
상암동,5.826,34.872,8.067,0.466,0.054,-0.339,1.053,-0.18,-1.174
도화동,-0.038,1.32,-0.096,-1.121,0.202,-0.909,-0.654,-0.068,-1.283
서강동,-0.167,3.679,-6.85,-1.329,-1.452,4.183,1.35,-1.099,-0.918
공덕동,-3.662,-0.113,0.906,-0.514,0.945,-1.945,7.157,0.797,2.428
아현동,-2.517,1.68,8.168,-0.998,-2.037,34.922,12.389,-9.119,-2.549
목1동,5.601,0.527,-1.06,-0.854,-0.585,-1.032,1.821,-1.258,-0.795
목2동,-0.879,0.68,-1.268,0.339,-0.482,-2.025,1.73,0.827,0.1
목3동,-0.151,-0.674,-0.806,-0.667,-0.245,-1.273,-3.619,-0.204,0.941
목4동,-0.905,-0.17,-1.225,-0.646,-0.156,-1.414,-0.943,-0.371,-1.231
신월1동,-0.372,1.136,0.035,-1.559,-1.404,-1.339,-2.198,-2.193,-1.719
신월2동,-1.519,-9.519,-2.216,2.232,0.796,8.082,1.826,0.512,-1.113
신월3동,2.199,0.359,-1.577,-3.919,-0.784,-1.82,5.323,-1.002,-3.431
신월4동,-0.296,4.369,0.093,-0.403,1.568,0.383,1.39,0.477,-1.669
신월5동,3.776,1.425,-1.204,0.794,1.062,-0.761,0.39,-0.6,-1.983
신월6동,-2.119,-4.572,-7.293,-3.388,-3.515,-2.561,-3.347,-32.886,-10.935
신월7동,-0.576,0.314,-3.285,-1.593,-1.698,-2.905,-0.594,-1.781,-1.447
신정1동,-0.894,0.843,-10.932,-10.122,-3.043,-2.817,-1.76,15.148,0.032
신정2동,-1.216,0.017,-1.166,-1.14,-0.561,-1.911,-0.562,-2.1,-1.075
신정3동,-1.953,-0.58,17.184,0.89,-1.194,-1.963,-1.183,-5.134,-4.128
신정6동,-1.258,-0.835,-0.388,-1.213,-0.752,-1.338,-0.663,-1.733,-0.667
신정7동,-1.194,1.492,-1.493,-1.013,-0.839,-1.396,-1.443,-1.858,-2.061
목5동,-1.237,-0.943,-1.132,-0.837,-0.38,-1.754,-0.48,-1.253,-0.541
신정4동,1.163,0.107,0.808,0.125,-0.816,-2.061,-0.95,0.326,0.465
염창동,0.021,2.021,-0.548,0.042,-0.223,-0.749,-0.386,-2.379,-0.525
등촌1동,-0.508,1.101,2.315,1.935,1.894,-0.294,-1.483,1.5,2.012
등촌2동,-1.328,0.229,-0.974,-1.352,-0.324,-1.925,-0.225,1.686,0.829
등촌3동,-1.107,-0.932,-1.061,-0.691,-1.062,-2.755,-1.397,-1.701,-2.165
화곡본동,1.571,0.616,0.229,0.453,0.613,-1.735,-0.033,0.145,0.033
화곡2동,0.178,0.954,-1.742,-0.169,-0.571,-1.533,0.089,1.082,-0.254
화곡3동,0.189,-0.451,0.111,-0.288,-0.062,-1.988,-0.879,-1.554,-1.238
화곡4동,0.919,0.052,0.064,0.455,0.978,-1.887,0.837,-0.278,-0.755
화곡6동,0.911,0.954,-0.134,0.776,2.303,-0.964,-0.012,0.074,-2.706
화곡8동,0.92,0.129,-0.344,-0.173,0.241,-0.877,-0.929,-0.289,-0.496
가양1동,-2.642,-1.553,-1.689,-1.58,7.622,5.99,5.983,10.206,18.474
가양2동,-1.843,-1.054,-1.417,-1.443,-2.148,-2.747,-1.889,-2.045,-1.132
가양3동,-1.66,-1.349,-1.424,-1.746,-1.401,-2.863,-1.967,-2.3,-2.996
발산1동,4.94,0.385,-1.329,-0.428,0.256,19.072,1.788,-1.244,-1.27
공항동,-1.296,1.551,-0.719,-0.325,-0.763,-3.416,-1.871,16.939,15.791
방화1동,0.897,-0.911,-1.916,-0.695,-1.05,37.155,3.86,5.397,0.886
방화2동,-0.469,-0.565,-1.448,-0.34,-0.59,-2.42,-0.454,-0.702,-1.214
방화3동,-0.836,-0.994,-1.175,-0.977,-0.812,-3.331,-0.345,-1.82,-1.404
화곡1동,0.467,2.053,-1.236,-0.541,1.106,-0.684,1.377,2.12,0.68
우장산동,-11.036,-0.227,-1.064,-0.604,-0.286,12.991,4.84,-0.389,-0.156
신도림동,0.151,0.653,2.177,0.693,-0.68,-0.813,1.127,-0.081,-0.893
구로1동,0.238,6.281,-6.047,-17.126,-1.316,-0.539,-0.013,-1.053,-1.263
구로3동,1.299,1.789,0.452,1.711,0.024,-0.501,-1.253,-1.294,-1.642
구로4동,-0.643,-1.849,-0.919,2.429,-1.066,-0.04,-2.109,-2.934,-3.885
구로5동,-0.627,-1.023,2.682,0.901,0.077,0.085,-0.962,0.214,-1.99
고척1동,-1.362,0.296,-1.975,-2.072,-0.257,0.187,-0.016,-1.072,-1.813
고척2동,9.007,1.544,-0.356,-0.073,-0.383,-2.041,-1.026,-0.266,-0.671
개봉2동,-1.616,-0.535,-1.66,0.157,0.108,-0.714,-0.444,-0.293,-1.067
개봉3동,-1.281,-0.777,-1.317,1.745,-0.363,-0.872,0.83,-0.934,0.022
오류1동,-0.507,0.292,-0.564,0.265,-0.028,1.558,0.415,-0.255,-1.805
오류2동,-1.465,-0.604,32.192,4.414,1.502,10.533,0.811,-0.813,-0.761
수궁동,7.897,6.461,1.588,-0.448,0.416,-0.698,-0.282,0.341,-0.266
가리봉동,-1.058,0.878,-1.379,-11.034,-4.185,0.631,-3.546,-7.178,-7.784
구로2동,-1.919,0.187,1.697,0.684,-1.301,0.154,-2.553,-2.762,-3.18
개봉1동,-1.779,-1.175,-5.721,-1.946,-1.634,5.437,-0.05,-0.414,-2.096
가산동,0.131,2.96,-0.183,-4.921,-1.598,1.879,-0.146,-1.831,-0.911
독산1동,1.807,2.537,-0.796,-5.452,-2.607,-0.355,-1.563,8.203,7.122
독산2동,-0.825,0.307,-1.309,-1.837,-0.628,-1.222,0.157,-2.398,-1.764
