,기간,자치구,동,세대,계_계,계_남,계_여,한국인_계,한국인_남,한국인_여,외국인_계,외국인_남,외국인_여,세대당인구,65세이상고령자
227,2008,서대문구,충현동,"10,678","24,393","12,106","12,287","24,139","11,980","12,159",254,126,128,2.26,"2,769"
228,2008,서대문구,북아현동,"9,100","20,657","9,942","10,715","20,041","9,662","10,379",616,280,336,2.2,"2,064"
229,2008,서대문구,신촌동,"10,234","21,301","9,658","11,643","18,744","8,600","10,144","2,557","1,058","1,499",1.83,"1,878"
230,2008,서대문구,연희동,"18,446","44,568","21,823","22,745","41,984","20,542","21,442","2,584","1,281","1,303",2.28,"4,909"
231,2008,마포구,소계,"165,978","393,241","192,243","200,998","385,119","188,327","196,792","8,122","3,916","4,206",2.32,"36,811"
232,2008,마포구,용강동,"9,079","22,337","10,887","11,450","22,127","10,783","11,344",210,104,106,2.44,"2,044"
233,2008,마포구,대흥동,"9,163","17,409","8,510","8,899","16,335","8,005","8,330","1,074",505,569,1.78,"1,700"
234,2008,마포구,염리동,"8,397","19,397","9,477","9,920","18,771","9,177","9,594",626,300,326,2.24,"1,909"
235,2008,마포구,신수동,"9,533","22,944","11,450","11,494","22,436","11,189","11,247",508,261,247,2.35,"2,126"
236,2008,마포구,서교동,"15,961","30,586","14,397","16,189","29,889","14,037","15,852",697,360,337,1.87,"2,810"
237,2008,마포구,합정동,"9,329","21,740","10,659","11,081","21,425","10,517","10,908",315,142,173,2.3,"1,995"
238,2008,마포구,망원1동,"10,236","25,127","12,418","12,709","24,611","12,192","12,419",516,226,290,2.4,"2,251"
239,2008,마포구,망원2동,"8,384","21,578","10,609","10,969","21,494","10,574","10,920",84,35,49,2.56,"1,875"
240,2008,마포구,연남동,"8,882","20,823","10,123","10,700","19,763","9,596","10,167","1,060",527,533,2.23,"2,088"
241,2008,마포구,성산1동,"8,328","20,710","10,197","10,513","20,301","10,028","10,273",409,169,240,2.44,"1,899"
242,2008,마포구,성산2동,"15,564","41,494","20,227","21,267","41,379","20,173","21,206",115,54,61,2.66,"3,615"
243,2008,마포구,상암동,"7,807","21,694","10,809","10,885","21,567","10,743","10,824",127,66,61,2.76,"1,722"
244,2008,마포구,도화동,"9,065","23,713","11,525","12,188","23,283","11,284","11,999",430,241,189,2.57,"2,578"
245,2008,마포구,서강동,"11,985","26,926","13,030","13,896","26,436","12,787","13,649",490,243,247,2.21,"2,133"
246,2008,마포구,공덕동,"16,233","38,445","18,927","19,518","37,308","18,417","18,891","1,137",510,627,2.3,"4,107"
247,2008,마포구,아현동,"8,032","18,318","8,998","9,320","17,994","8,825","9,169",324,173,151,2.24,"1,959"
248,2008,양천구,소계,"183,002","507,899","253,061","254,838","502,343","250,516","251,827","5,556","2,545","3,011",2.75,"35,573"
249,2008,양천구,목1동,"10,394","31,997","15,685","16,312","31,676","15,502","16,174",321,183,138,3.05,"1,761"
250,2008,양천구,목2동,"12,112","32,320","16,029","16,291","32,053","15,918","16,135",267,111,156,2.65,"2,342"
251,2008,양천구,목3동,"9,356","23,772","11,744","12,028","23,599","11,681","11,918",173,63,110,2.52,"1,711"
252,2008,양천구,목4동,"10,549","29,626","14,843","14,783","29,394","14,742","14,652",232,101,131,2.79,"1,894"
253,2008,양천구,신월1동,"10,101","25,266","12,923","12,343","24,878","12,774","12,104",388,149,239,2.46,"1,814"
254,2008,양천구,신월2동,"8,794","23,703","11,873","11,830","23,572","11,823","11,749",131,50,81,2.68,"1,854"
255,2008,양천구,신월3동,"7,779","18,552","9,510","9,042","18,275","9,401","8,874",277,109,168,2.35,"1,513"
256,2008,양천구,신월4동,"6,478","18,570","9,322","9,248","18,466","9,284","9,182",104,38,66,2.85,"1,458"
257,2008,양천구,신월5동,"5,951","15,626","7,773","7,853","15,454","7,693","7,761",172,80,92,2.6,"1,180"
258,2008,양천구,신월6동,"6,053","15,576","7,868","7,708","15,424","7,813","7,611",152,55,97,2.55,"1,183"
259,2008,양천구,신월7동,"9,635","26,558","13,324","13,234","26,353","13,253","13,100",205,71,134,2.74,"2,263"
260,2008,양천구,신정1동,"8,724","25,627","12,653","12,974","24,828","12,263","12,565",799,390,409,2.85,"1,714"
261,2008,양천구,신정2동,"7,539","23,446","11,669","11,777","23,184","11,543","11,641",262,126,136,3.08,"1,553"
262,2008,양천구,신정3동,"19,018","50,643","25,152","25,491","49,766","24,717","25,049",877,435,442,2.62,"3,423"
263,2008,양천구,신정6동,"8,861","28,141","13,857","14,284","28,030","13,798","14,232",111,59,52,3.16,"1,545"
264,2008,양천구,신정7동,"11,660","33,992","16,863","17,129","33,601","16,651","16,950",391,212,179,2.88,"2,857"
265,2008,양천구,목5동,"14,881","47,681","23,631","24,050","47,545","23,569","23,976",136,62,74,3.2,"2,687"
266,2008,양천구,신정4동,"15,117","36,803","18,342","18,461","36,245","18,091","18,154",558,251,307,2.4,"2,821"
267,2008,강서구,소계,"223,026","583,545","288,063","295,482","576,848","284,817","292,031","6,697","3,246","3,451",2.59,"45,762"
268,2008,강서구,염창동,"14,134","42,053","20,840","21,213","41,853","20,744","21,109",200,96,104,2.96,"2,454"
269,2008,강서구,등촌1동,"8,364","21,644","10,819","10,825","21,211","10,610","10,601",433,209,224,2.54,"1,658"
270,2008,강서구,등촌2동,"8,334","23,035","11,552","11,483","22,977","11,526","11,451",58,26,32,2.76,"1,569"
271,2008,강서구,등촌3동,"14,782","38,947","18,653","20,294","38,856","18,623","20,233",91,30,61,2.63,"3,864"
272,2008,강서구,화곡본동,"14,653","35,965","17,692","18,273","35,705","17,576","18,129",260,116,144,2.44,"2,430"
273,2008,강서구,화곡2동,"8,057","20,827","10,341","10,486","20,671","10,277","10,394",156,64,92,2.57,"1,451"
274,2008,강서구,화곡3동,"8,842","24,369","11,966","12,403","24,221","11,902","12,319",148,64,84,2.74,"1,913"
275,2008,강서구,화곡4동,"9,285","23,060","11,481","11,579","22,847","11,381","11,466",213,100,113,2.46,"1,836"
276,2008,강서구,화곡6동,"9,671","24,819","12,225","12,594","24,692","12,170","12,522",127,55,72,2.55,"1,752"
277,2008,강서구,화곡8동,"10,898","27,598","13,596","14,002","27,373","13,501","13,872",225,95,130,2.51,"2,033"
278,2008,강서구,가양1동,"7,810","22,295","11,326","10,969","21,722","11,006","10,716",573,320,253,2.78,"1,488"
279,2008,강서구,가양2동,"7,982","19,040","9,226","9,814","19,001","9,216","9,785",39,10,29,2.38,"2,271"
280,2008,강서구,가양3동,"7,765","20,058","9,681","10,377","19,963","9,644","10,319",95,37,58,2.57,"2,189"
281,2008,강서구,발산1동,"11,301","32,143","15,619","16,524","31,889","15,501","16,388",254,118,136,2.82,"2,164"
282,2008,강서구,공항동,"9,723","22,604","11,666","10,938","21,593","10,952","10,641","1,011",714,297,2.22,"2,016"
283,2008,강서구,방화1동,"12,056","31,993","16,134","15,859","31,321","15,824","15,497",672,310,362,2.6,"2,472"
284,2008,강서구,방화2동,"11,064","26,860","13,320","13,540","26,644","13,228","13,416",216,92,124,2.41,"2,748"
285,2008,강서구,방화3동,"11,635","28,601","13,874","14,727","28,471","13,820","14,651",130,54,76,2.45,"2,778"
286,2008,강서구,화곡1동,"20,296","51,983","25,741","26,242","50,333","25,071","25,262","1,650",670,980,2.48,"3,937"
287,2008,강서구,우장산동,"16,374","45,651","22,311","23,340","45,505","22,245","23,260",146,66,80,2.78,"2,739"
288,2008,구로구,소계,"165,750","448,696","226,732","221,964","420,795","212,461","208,334","27,901","14,271","13,630",2.54,"35,608"
289,2008,구로구,신도림동,"12,853","37,004","18,396","18,608","36,676","18,221","18,455",328,175,153,2.85,"2,388"
290,2008,구로구,구로1동,"8,007","28,113","14,107","14,006","23,265","11,623","11,642","4,848","2,484","2,364",2.91,"1,496"
291,2008,구로구,구로3동,"12,091","27,478","13,928","13,550","26,535","13,455","13,080",943,473,470,2.19,"1,853"
292,2008,구로구,구로4동,"11,659","30,807","15,361","15,446","27,181","13,566","13,615","3,626","1,795","1,831",2.33,"2,749"
293,2008,구로구,구로5동,"12,540","34,617","17,477","17,140","31,927","16,083","15,844","2,690","1,394","1,296",2.55,"2,586"
294,2008,구로구,고척1동,"9,717","27,028","13,692","13,336","26,506","13,418","13,088",522,274,248,2.73,"2,210"
295,2008,구로구,고척2동,"10,878","28,644","14,612","14,032","28,374","14,490","13,884",270,122,148,2.61,"2,376"
296,2008,구로구,개봉2동,"13,010","36,451","18,097","18,354","36,257","18,014","18,243",194,83,111,2.79,"2,819"
297,2008,구로구,개봉3동,"8,491","22,944","11,420","11,524","22,801","11,362","11,439",143,58,85,2.69,"1,748"
298,2008,구로구,오류1동,"8,119","21,690","10,909","10,781","21,046","10,604","10,442",644,305,339,2.59,"1,961"
299,2008,구로구,오류2동,"11,511","30,236","15,427","14,809","29,847","15,219","14,628",389,208,181,2.59,"2,661"
300,2008,구로구,수궁동,"8,418","22,363","11,308","11,055","22,084","11,146","10,938",279,162,117,2.62,"1,964"
301,2008,구로구,가리봉동,"8,304","23,248","12,422","10,826","15,741","8,501","7,240","7,507","3,921","3,586",1.9,"2,016"
302,2008,구로구,구로2동,"15,367","39,337","20,059","19,278","34,816","17,714","17,102","4,521","2,345","2,176",2.27,"3,630"
303,2008,구로구,개봉1동,"14,785","38,736","19,517","19,219","37,739","19,045","18,694",997,472,525,2.55,"3,151"
304,2008,금천구,소계,"100,138","265,244","135,337","129,907","247,320","125,931","121,389","17,924","9,406","8,518",2.47,"21,649"
305,2008,금천구,가산동,"9,359","24,428","13,438","10,990","19,004","10,417","8,587","5,424","3,021","2,403",2.03,"1,746"
306,2008,금천구,독산1동,"12,648","36,360","18,671","17,689","31,618","16,176","15,442","4,742","2,495","2,247",2.5,"3,046"
307,2008,금천구,독산2동,"10,030","24,955","12,669","12,286","24,167","12,292","11,875",788,377,411,2.41,"1,801"
308,2008,금천구,독산3동,"12,584","32,516","16,397","16,119","29,570","14,875","14,695","2,946","1,522","1,424",2.35,"2,474"
309,2008,금천구,독산4동,"8,360","20,761","10,569","10,192","19,987","10,180","9,807",774,389,385,2.39,"1,417"
310,2008,금천구,시흥1동,"13,325","34,516","17,502","17,014","32,107","16,294","15,813","2,409","1,208","1,201",2.41,"3,092"
311,2008,금천구,시흥2동,"8,827","26,053","12,997","13,056","25,995","12,971","13,024",58,26,32,2.94,"2,193"
312,2008,금천구,시흥3동,"4,889","13,276","6,741","6,535","13,152","6,672","6,480",124,69,55,2.69,"1,341"
313,2008,금천구,시흥4동,"10,016","26,257","13,218","13,039","25,859","13,031","12,828",398,187,211,2.58,"2,040"
314,2008,금천구,시흥5동,"10,100","26,122","13,135","12,987","25,861","13,023","12,838",261,112,149,2.56,"2,499"
315,2008,영등포구,소계,"168,187","443,537","223,825","219,712","408,099","205,732","202,367","35,438","18,093","17,345",2.43,"38,951"
316,2008,영등포구,여의동,"12,342","33,941","16,543","17,398","33,247","16,121","17,126",694,422,272,2.69,"3,626"
317,2008,영등포구,당산1동,"8,860","20,936","10,573","10,363","20,331","10,274","10,057",605,299,306,2.29,"2,036"
318,2008,영등포구,당산2동,"12,697","33,493","16,538","16,955","32,841","16,188","16,653",652,350,302,2.59,"2,844"
319,2008,영등포구,양평1동,"6,874","17,300","8,763","8,537","16,869","8,520","8,349",431,243,188,2.45,"1,540"
320,2008,영등포구,양평2동,"7,983","21,924","11,170","10,754","21,585","10,984","10,601",339,186,153,2.7,"1,587"
321,2008,영등포구,신길1동,"9,723","26,620","13,421","13,199","20,940","10,566","10,374","5,680","2,855","2,825",2.15,"2,480"
322,2008,영등포구,신길3동,"8,149","20,995","10,568","10,427","20,155","10,147","10,008",840,421,419,2.47,"1,922"
323,2008,영등포구,신길4동,"5,829","14,767","7,447","7,320","13,898","7,015","6,883",869,432,437,2.38,"1,402"
324,2008,영등포구,신길5동,"7,768","20,030","10,157","9,873","18,157","9,204","8,953","1,873",953,920,2.34,"1,750"
325,2008,영등포구,신길6동,"9,745","26,016","12,957","13,059","24,792","12,336","12,456","1,224",621,603,2.54,"2,287"
326,2008,영등포구,신길7동,"7,538","20,344","10,196","10,148","19,663","9,865","9,798",681,331,350,2.61,"1,678"
327,2008,영등포구,대림1동,"7,687","20,970","10,583","10,387","18,078","9,131","8,947","2,892","1,452","1,440",2.35,"1,823"
328,2008,영등포구,대림2동,"8,712","27,705","14,016","13,689","19,538","9,800","9,738","8,167","4,216","3,951",2.24,"2,166"
329,2008,영등포구,대림3동,"12,273","33,951","17,122","16,829","30,455","15,399","15,056","3,496","1,723","1,773",2.48,"2,488"
330,2008,영등포구,영등포본동,"11,105","28,360","14,392","13,968","26,075","13,207","12,868","2,285","1,185","1,100",2.35,"2,380"
331,2008,영등포구,영등포동,"9,431","19,169","10,624","8,545","18,241","10,162","8,079",928,462,466,1.93,"2,106"
332,2008,영등포구,도림동,"9,792","24,923","12,659","12,264","21,473","10,917","10,556","3,450","1,742","1,708",2.19,"2,169"
333,2008,영등포구,문래동,"11,679","32,093","16,096","15,997","31,761","15,896","15,865",332,200,132,2.72,"2,667"
334,2008,동작구,소계,"163,742","410,934","202,654","208,280","400,866","197,951","202,915","10,068","4,703","5,365",2.45,"38,320"
335,2008,동작구,노량진2동,"8,009","18,033","8,956","9,077","17,220","8,566","8,654",813,390,423,2.15,"1,831"
336,2008,동작구,상도1동,"16,506","40,003","19,653","20,350","39,081","19,264","19,817",922,389,533,2.37,"3,766"
337,2008,동작구,상도2동,"10,649","25,910","12,744","13,166","25,676","12,642","13,034",234,102,132,2.41,"2,515"
338,2008,동작구,상도3동,"9,626","24,295","11,957","12,338","24,118","11,877","12,241",177,80,97,2.51,"2,520"
339,2008,동작구,상도4동,"11,852","30,076","14,960","15,116","29,871","14,867","15,004",205,93,112,2.52,"2,944"
340,2008,동작구,사당1동,"10,488","23,536","11,376","12,160","23,108","11,167","11,941",428,209,219,2.2,"1,850"
341,2008,동작구,사당3동,"10,054","26,013","12,948","13,065","25,718","12,787","12,931",295,161,134,2.56,"2,371"
342,2008,동작구,사당4동,"6,066","14,853","7,291","7,562","14,721","7,244","7,477",132,47,85,2.43,"1,377"
343,2008,동작구,사당5동,"6,420","16,088","8,040","8,048","16,028","8,015","8,013",60,25,35,2.5,"1,300"
344,2008,동작구,대방동,"14,614","39,788","19,508","20,280","39,405","19,331","20,074",383,177,206,2.7,"3,337"
345,2008,동작구,신대방1동,"10,162","29,976","14,788","15,188","26,842","13,204","13,638","3,134","1,584","1,550",2.64,"2,317"
346,2008,동작구,신대방2동,"7,924","20,919","10,212","10,707","20,716","10,126","10,590",203,86,117,2.61,"1,850"
347,2008,동작구,흑석동,"14,980","34,616","17,099","17,517","33,679","16,721","16,958",937,378,559,2.25,"3,890"
348,2008,동작구,노량진1동,"13,998","35,006","17,546","17,460","34,151","17,140","17,011",855,406,449,2.44,"3,590"
349,2008,동작구,사당2동,"12,394","31,822","15,576","16,246","30,532","15,000","15,532","1,290",576,714,2.46,"2,862"
350,2008,관악구,소계,"241,511","551,873","279,975","271,898","534,556","271,762","262,794","17,317","8,213","9,104",2.21,"44,843"
351,2008,관악구,보라매동,"11,483","27,560","13,768","13,792","27,319","13,659","13,660",241,109,132,2.38,"2,427"
352,2008,관악구,청림동,"6,848","17,772","8,765","9,007","17,691","8,729","8,962",81,36,45,2.58,"1,542"
353,2008,관악구,행운동,"14,864","30,706","15,376","15,330","30,397","15,238","15,159",309,138,171,2.05,"2,406"
354,2008,관악구,낙성대동,"9,545","18,297","9,455","8,842","17,933","9,290","8,643",364,165,199,1.88,"1,283"
355,2008,관악구,중앙동,"7,044","15,056","7,540","7,516","14,676","7,360","7,316",380,180,200,2.08,"1,421"
356,2008,관악구,인헌동,"13,321","29,440","14,675","14,765","29,191","14,567","14,624",249,108,141,2.19,"2,344"
357,2008,관악구,남현동,"7,889","18,029","8,842","9,187","17,764","8,710","9,054",265,132,133,2.25,"1,485"
358,2008,관악구,서원동,"12,162","28,402","14,195","14,207","24,403","12,253","12,150","3,999","1,942","2,057",2.01,"1,957"
359,2008,관악구,신원동,"9,512","21,530","10,624","10,906","20,858","10,311","10,547",672,313,359,2.19,"1,851"
360,2008,관악구,서림동,"13,122","25,352","13,894","11,458","25,173","13,822","11,351",179,72,107,1.92,"1,967"
361,2008,관악구,신사동,"11,968","27,930","13,972","13,958","25,922","12,984","12,938","2,008",988,"1,020",2.17,"1,928"
362,2008,관악구,신림동,"10,423","17,811","8,828","8,983","17,371","8,629","8,742",440,199,241,1.67,"1,156"
363,2008,관악구,난향동,"6,778","18,298","9,102","9,196","18,153","9,006","9,147",145,96,49,2.68,"1,435"
364,2008,관악구,조원동,"8,217","19,887","10,011","9,876","17,924","9,036","8,888","1,963",975,988,2.18,"1,678"
365,2008,관악구,대학동,"13,415","23,345","13,889","9,456","23,037","13,738","9,299",308,151,157,1.72,"1,632"
366,2008,관악구,은천동,"14,892","40,454","20,178","20,276","37,247","18,694","18,553","3,207","1,484","1,723",2.5,"3,278"
367,2008,관악구,성현동,"12,913","35,685","17,749","17,936","35,522","17,681","17,841",163,68,95,2.75,"3,251"
368,2008,관악구,청룡동,"17,489","35,342","17,756","17,586","33,819","17,034","16,785","1,523",722,801,1.93,"2,738"
369,2008,관악구,난곡동,"13,201","33,136","16,946","16,190","32,812","16,822","15,990",324,124,200,2.49,"2,974"
370,2008,관악구,삼성동,"12,774","32,032","16,252","15,780","31,842","16,171","15,671",190,81,109,2.49,"3,387"
371,2008,관악구,미성동,"13,651","35,809","18,158","17,651","35,502","18,028","17,474",307,130,177,2.6,"2,703"
372,2008,서초구,소계,"159,907","412,065","200,313","211,752","406,320","197,570","208,750","5,745","2,743","3,002",2.54,"30,943"
373,2008,서초구,서초1동,"8,679","21,915","10,685","11,230","20,851","10,108","10,743","1,064",577,487,2.4,"1,478"
374,2008,서초구,서초2동,"8,814","23,277","11,410","11,867","23,121","11,335","11,786",156,75,81,2.62,"1,635"
375,2008,서초구,서초3동,"12,162","31,257","15,708","15,549","30,165","15,213","14,952","1,092",495,597,2.48,"2,471"
376,2008,서초구,서초4동,"9,848","28,416","13,838","14,578","28,270","13,774","14,496",146,64,82,2.87,"1,967"
377,2008,서초구,잠원동,"15,264","37,717","18,057","19,660","37,194","17,792","19,402",523,265,258,2.44,"2,505"
378,2008,서초구,반포본동,"4,567","14,304","6,749","7,555","13,570","6,403","7,167",734,346,388,2.97,"1,205"
379,2008,서초구,반포1동,"9,825","19,500","9,322","10,178","19,351","9,245","10,106",149,77,72,1.97,"1,089"
380,2008,서초구,반포2동,"4,513","13,332","6,411","6,921","13,294","6,392","6,902",38,19,19,2.95,982
381,2008,서초구,반포3동,"8,760","24,554","11,821","12,733","24,498","11,795","12,703",56,26,30,2.8,"1,845"
382,2008,서초구,반포4동,"7,580","20,888","10,106","10,782","20,635","9,983","10,652",253,123,130,2.72,"1,504"
383,2008,서초구,방배본동,"7,733","21,370","10,140","11,230","21,256","10,098","11,158",114,42,72,2.75,"1,744"
