,동이름,2008.4/4,2009.4/4,2010.4/4,2011.4/4,2012.4/4,2013.4/4,2014.4/4,2015.4/4,2016.4/4,2017.4/4
584,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","18,570","26,627","18,105"
585,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","18,570","18,349","26,229"
586,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","18,570","18,349","18,105"
587,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","26,976","26,627","26,229"
588,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","26,976","26,627","18,105"
589,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","26,976","18,349","26,229"
590,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","26,976","18,349","18,105"
591,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","18,570","26,627","26,229"
592,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","18,570","26,627","18,105"
593,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","18,570","18,349","26,229"
594,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","19,114","18,570","18,349","18,105"
595,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","26,976","26,627","26,229"
596,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","26,976","26,627","18,105"
597,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","26,976","18,349","26,229"
598,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","26,976","18,349","18,105"
599,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","18,570","26,627","26,229"
600,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","18,570","26,627","18,105"
601,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","18,570","18,349","26,229"
602,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","27,040","18,570","18,349","18,105"
603,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","26,976","26,627","26,229"
604,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","26,976","26,627","18,105"
605,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","26,976","18,349","26,229"
606,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","26,976","18,349","18,105"
607,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","18,570","26,627","26,229"
608,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","18,570","26,627","18,105"
609,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","18,570","18,349","26,229"
610,신사동,"27,930","21,485","27,530","25,942","26,716","26,938","19,114","18,570","18,349","18,105"
611,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","26,976","26,627","26,229"
612,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","26,976","26,627","18,105"
613,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","26,976","18,349","26,229"
614,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","26,976","18,349","18,105"
615,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","18,570","26,627","26,229"
616,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","18,570","26,627","18,105"
617,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","18,570","18,349","26,229"
618,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","27,040","18,570","18,349","18,105"
619,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","26,976","26,627","26,229"
620,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","26,976","26,627","18,105"
621,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","26,976","18,349","26,229"
622,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","26,976","18,349","18,105"
623,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","18,570","26,627","26,229"
624,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","18,570","26,627","18,105"
625,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","18,570","18,349","26,229"
626,신사동,"27,930","21,485","27,530","25,942","26,716","19,753","19,114","18,570","18,349","18,105"
627,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","26,976","26,627","26,229"
628,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","26,976","26,627","18,105"
629,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","26,976","18,349","26,229"
630,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","26,976","18,349","18,105"
631,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","18,570","26,627","26,229"
632,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","18,570","26,627","18,105"
633,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","18,570","18,349","26,229"
634,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","27,040","18,570","18,349","18,105"
635,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","26,976","26,627","26,229"
636,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","26,976","26,627","18,105"
637,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","26,976","18,349","26,229"
638,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","26,976","18,349","18,105"
639,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","18,570","26,627","26,229"
640,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","18,570","26,627","18,105"
641,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","18,570","18,349","26,229"
642,신사동,"27,930","21,485","27,530","25,942","20,306","26,938","19,114","18,570","18,349","18,105"
643,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","26,976","26,627","26,229"
644,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","26,976","26,627","18,105"
645,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","26,976","18,349","26,229"
646,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","26,976","18,349","18,105"
647,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","18,570","26,627","26,229"
648,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","18,570","26,627","18,105"
649,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","18,570","18,349","26,229"
650,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","27,040","18,570","18,349","18,105"
651,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","26,976","26,627","26,229"
652,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","26,976","26,627","18,105"
653,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","26,976","18,349","26,229"
654,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","26,976","18,349","18,105"
655,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","18,570","26,627","26,229"
656,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","18,570","26,627","18,105"
657,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","18,570","18,349","26,229"
658,신사동,"27,930","21,485","27,530","25,942","20,306","19,753","19,114","18,570","18,349","18,105"
659,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","26,976","26,627","26,229"
660,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","26,976","26,627","18,105"
661,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","26,976","18,349","26,229"
662,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","26,976","18,349","18,105"
663,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","18,570","26,627","26,229"
664,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","18,570","26,627","18,105"
665,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","18,570","18,349","26,229"
666,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","27,040","18,570","18,349","18,105"
667,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","26,976","26,627","26,229"
668,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","26,976","26,627","18,105"
669,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","26,976","18,349","26,229"
670,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","26,976","18,349","18,105"
671,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","18,570","26,627","26,229"
672,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","18,570","26,627","18,105"
673,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","18,570","18,349","26,229"
674,신사동,"27,930","21,485","27,530","20,870","26,716","26,938","19,114","18,570","18,349","18,105"
675,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","26,976","26,627","26,229"
676,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","26,976","26,627","18,105"
677,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","26,976","18,349","26,229"
678,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","26,976","18,349","18,105"
679,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","18,570","26,627","26,229"
680,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","18,570","26,627","18,105"
681,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","18,570","18,349","26,229"
682,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","27,040","18,570","18,349","18,105"
683,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","26,976","26,627","26,229"
684,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","26,976","26,627","18,105"
685,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","26,976","18,349","26,229"
686,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","26,976","18,349","18,105"
687,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","18,570","26,627","26,229"
688,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","18,570","26,627","18,105"
689,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","18,570","18,349","26,229"
690,신사동,"27,930","21,485","27,530","20,870","26,716","19,753","19,114","18,570","18,349","18,105"
691,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","26,976","26,627","26,229"
692,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","26,976","26,627","18,105"
693,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","26,976","18,349","26,229"
694,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","26,976","18,349","18,105"
695,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","18,570","26,627","26,229"
696,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","18,570","26,627","18,105"
697,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","18,570","18,349","26,229"
698,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","27,040","18,570","18,349","18,105"
699,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","26,976","26,627","26,229"
700,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","26,976","26,627","18,105"
701,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","26,976","18,349","26,229"
702,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","26,976","18,349","18,105"
703,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","18,570","26,627","26,229"
704,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","18,570","26,627","18,105"
705,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","18,570","18,349","26,229"
706,신사동,"27,930","21,485","27,530","20,870","20,306","26,938","19,114","18,570","18,349","18,105"
707,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","26,976","26,627","26,229"
708,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","26,976","26,627","18,105"
709,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","26,976","18,349","26,229"
710,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","26,976","18,349","18,105"
711,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","18,570","26,627","26,229"
712,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","18,570","26,627","18,105"
713,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","18,570","18,349","26,229"
714,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","27,040","18,570","18,349","18,105"
715,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","26,976","26,627","26,229"
716,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","26,976","26,627","18,105"
717,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","26,976","18,349","26,229"
718,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","26,976","18,349","18,105"
719,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","18,570","26,627","26,229"
720,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","18,570","26,627","18,105"
721,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","18,570","18,349","26,229"
722,신사동,"27,930","21,485","27,530","20,870","20,306","19,753","19,114","18,570","18,349","18,105"
723,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","26,976","26,627","26,229"
724,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","26,976","26,627","18,105"
725,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","26,976","18,349","26,229"
726,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","26,976","18,349","18,105"
727,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","18,570","26,627","26,229"
728,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","18,570","26,627","18,105"
729,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","18,570","18,349","26,229"
730,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","27,040","18,570","18,349","18,105"
731,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","26,976","26,627","26,229"
732,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","26,976","26,627","18,105"
733,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","26,976","18,349","26,229"
734,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","26,976","18,349","18,105"
735,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","18,570","26,627","26,229"
736,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","18,570","26,627","18,105"
737,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","18,570","18,349","26,229"
738,신사동,"27,930","21,485","21,323","25,942","26,716","26,938","19,114","18,570","18,349","18,105"
739,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","26,976","26,627","26,229"
740,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","26,976","26,627","18,105"
741,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","26,976","18,349","26,229"
742,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","26,976","18,349","18,105"
743,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","18,570","26,627","26,229"
744,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","18,570","26,627","18,105"
745,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","18,570","18,349","26,229"
746,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","27,040","18,570","18,349","18,105"
747,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","26,976","26,627","26,229"
748,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","26,976","26,627","18,105"
749,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","26,976","18,349","26,229"
750,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","26,976","18,349","18,105"
751,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","18,570","26,627","26,229"
752,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","18,570","26,627","18,105"
753,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","18,570","18,349","26,229"
754,신사동,"27,930","21,485","21,323","25,942","26,716","19,753","19,114","18,570","18,349","18,105"
755,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","26,976","26,627","26,229"
756,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","26,976","26,627","18,105"
757,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","26,976","18,349","26,229"
758,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","26,976","18,349","18,105"
759,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","18,570","26,627","26,229"
760,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","18,570","26,627","18,105"
761,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","18,570","18,349","26,229"
762,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","27,040","18,570","18,349","18,105"
763,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","26,976","26,627","26,229"
764,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","26,976","26,627","18,105"
765,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","26,976","18,349","26,229"
766,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","26,976","18,349","18,105"
767,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","18,570","26,627","26,229"
768,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","18,570","26,627","18,105"
769,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","18,570","18,349","26,229"
770,신사동,"27,930","21,485","21,323","25,942","20,306","26,938","19,114","18,570","18,349","18,105"
771,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","26,976","26,627","26,229"
772,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","26,976","26,627","18,105"
773,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","26,976","18,349","26,229"
774,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","26,976","18,349","18,105"
775,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","18,570","26,627","26,229"
776,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","18,570","26,627","18,105"
777,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","18,570","18,349","26,229"
778,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","27,040","18,570","18,349","18,105"
779,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","26,976","26,627","26,229"
780,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","26,976","26,627","18,105"
781,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","26,976","18,349","26,229"
782,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","26,976","18,349","18,105"
783,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","18,570","26,627","26,229"
784,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","18,570","26,627","18,105"
785,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","18,570","18,349","26,229"
786,신사동,"27,930","21,485","21,323","25,942","20,306","19,753","19,114","18,570","18,349","18,105"
787,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","26,976","26,627","26,229"
788,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","26,976","26,627","18,105"
789,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","26,976","18,349","26,229"
790,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","26,976","18,349","18,105"
791,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","18,570","26,627","26,229"
792,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","18,570","26,627","18,105"
793,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","18,570","18,349","26,229"
794,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","27,040","18,570","18,349","18,105"
795,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","26,976","26,627","26,229"
796,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","26,976","26,627","18,105"
797,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","26,976","18,349","26,229"
798,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","26,976","18,349","18,105"
799,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","18,570","26,627","26,229"
800,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","18,570","26,627","18,105"
801,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","18,570","18,349","26,229"
802,신사동,"27,930","21,485","21,323","20,870","26,716","26,938","19,114","18,570","18,349","18,105"
803,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","26,976","26,627","26,229"
804,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","26,976","26,627","18,105"
805,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","26,976","18,349","26,229"
806,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","26,976","18,349","18,105"
807,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","18,570","26,627","26,229"
808,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","18,570","26,627","18,105"
809,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","18,570","18,349","26,229"
810,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","27,040","18,570","18,349","18,105"
811,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","26,976","26,627","26,229"
812,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","26,976","26,627","18,105"
813,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","26,976","18,349","26,229"
814,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","26,976","18,349","18,105"
815,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","18,570","26,627","26,229"
816,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","18,570","26,627","18,105"
817,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","18,570","18,349","26,229"
818,신사동,"27,930","21,485","21,323","20,870","26,716","19,753","19,114","18,570","18,349","18,105"
819,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","26,976","26,627","26,229"
820,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","26,976","26,627","18,105"
821,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","26,976","18,349","26,229"
822,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","26,976","18,349","18,105"
823,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","18,570","26,627","26,229"
824,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","18,570","26,627","18,105"
825,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","18,570","18,349","26,229"
826,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","27,040","18,570","18,349","18,105"
827,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","26,976","26,627","26,229"
828,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","26,976","26,627","18,105"
829,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","26,976","18,349","26,229"
830,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","26,976","18,349","18,105"
831,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","18,570","26,627","26,229"
832,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","18,570","26,627","18,105"
833,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","18,570","18,349","26,229"
834,신사동,"27,930","21,485","21,323","20,870","20,306","26,938","19,114","18,570","18,349","18,105"
835,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","26,976","26,627","26,229"
836,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","26,976","26,627","18,105"
837,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","26,976","18,349","26,229"
838,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","26,976","18,349","18,105"
839,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","18,570","26,627","26,229"
840,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","18,570","26,627","18,105"
841,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","18,570","18,349","26,229"
842,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","27,040","18,570","18,349","18,105"
843,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","26,976","26,627","26,229"
844,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","26,976","26,627","18,105"
845,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","26,976","18,349","26,229"
846,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","26,976","18,349","18,105"
847,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","18,570","26,627","26,229"
848,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","18,570","26,627","18,105"
849,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","18,570","18,349","26,229"
850,신사동,"27,930","21,485","21,323","20,870","20,306","19,753","19,114","18,570","18,349","18,105"
851,신림동,"17,811","18,311","21,265","27,969","23,553","21,697","20,780","20,867","21,341","21,470"
852,난향동,"18,298","18,288","18,323","18,055","17,899","17,674","17,485","17,257","17,013","16,871"
853,조원동,"19,887","20,030","19,891","18,931","19,744","20,212","20,328","20,489","20,413","19,952"
854,대학동,"23,345","23,520","23,455","23,354","24,078","23,637","23,570","23,766","24,408","24,589"
855,은천동,"40,454","39,842","38,464","37,326","37,105","36,822","36,727","36,699","36,111","35,985"
856,성현동,"35,685","35,361","35,444","35,118","35,003","34,694","34,321","34,294","34,015","33,453"
857,청룡동,"35,342","34,854","34,976","34,567","34,411","34,409","34,322","30,849","29,582","29,457"
858,난곡동,"33,136","32,433","32,167","31,554","31,240","31,026","30,860","30,810","30,539","30,094"
859,삼성동,"32,032","31,374","30,926","30,179","29,711","29,071","28,426","28,164","27,467","26,826"
860,미성동,"35,809","35,518","35,334","34,714","34,676","34,113","33,870","34,030","33,604","33,521"
861,서초1동,"21,915","21,232","21,671","21,866","21,884","21,675","21,516","21,385","21,388","21,532"
862,서초2동,"23,277","23,499","23,996","23,820","23,783","23,868","22,530","21,467","21,239","16,766"
863,서초3동,"31,257","31,100","31,709","31,556","31,219","30,659","30,647","30,491","30,123","30,439"
864,서초4동,"28,416","30,068","31,664","31,089","30,880","29,773","28,468","29,056","29,019","31,285"
865,잠원동,"37,717","37,408","37,639","37,475","35,984","34,751","34,367","34,015","35,035","34,940"
866,반포본동,"14,304","13,632","13,650","13,648","13,664","13,487","13,473","13,317","12,961","12,826"
867,반포1동,"19,500","29,974","32,225","33,923","34,318","34,335","34,004","30,849","30,431","28,665"
868,반포2동,"13,332","21,075","22,063","22,681","21,970","20,133","20,022","19,881","23,491","24,506"
869,반포3동,"24,554","24,506","24,705","24,543","24,456","24,431","24,152","20,920","19,259","18,721"
870,반포4동,"20,888","21,191","21,431","21,128","20,940","20,884","20,726","20,745","20,561","20,443"
871,방배본동,"21,370","21,826","22,248","22,474","22,338","22,338","22,349","22,153","21,956","21,805"
872,방배1동,"16,536","16,380","17,483","17,280","17,379","17,501","17,479","17,538","17,202","17,293"
